Symbol,Period Ended,Quarter,Total Income,Total Expenses,Net Profit Loss from the Period,EPS,Price to earnings ratio,Number of shares,Market Cap,Price to sales ratio,Earnings Growth,PROJECTED EARNINGS GROWTH (PEG),Share Price,Share price change,Classification
ITC,30-Sep-14,Second Quarter,902374,577831,242516,3.01,59.68,7973971626,1.67633E+12,1857690.68,10.66,5.6,210.225449,17.02,Good
ITC,31-Dec-14,Third Quarter,894259,571602,263500,3.27,64.29,7995461049,1.67404E+12,1871984.42,8.64,7.44,209.373657,-0.41,Bad
ITC,31-Mar-15,Fourth Quarter,929278,629924,236118,2.93,71.46,8015595394,1.48321E+12,1596085.29,-10.4,-6.87,185.040146,-11.62,Bad
ITC,30-Jun-15,First Quarter,858770,546002,226544,2.8,66.09,8015608801,1.43451E+12,1670420.67,-4.44,-14.89,178.964218,-3.28,Bad
ITC,30-Sep-15,Second Quarter,890423,560297,243125,3.01,59.46,8026706457,1.54414E+12,1734166.73,7.5,7.93,192.375534,7.49,Bad
ITC,31-Dec-15,Third Quarter,917673,583408,265282,3.28,58.65,8026706457,1.53944E+12,1677550.94,8.97,6.54,191.790146,-0.3,Bad
ITC,31-Mar-16,Fourth Quarter,1016873,673654,249520,3.09,62.07,8026706457,1.54156E+12,1515977.47,-5.79,-10.71,192.053436,0.14,Bad
ITC,30-Jun-16,First Quarter,1325306,998808,238467,1.96,97.99,8026706457,1.77837E+12,1341858.82,-36.57,-2.68,221.557068,15.36,Good
ITC,30-Sep-16,Second Quarter,1361661,1025502,250003,2.04,108.61,8026706457,1.7476E+12,1283432.16,4.08,26.61,217.723114,-1.73,Bad
ITC,31-Dec-16,Third Quarter,1356997,1029012,264673,2.17,100.33,8026706457,1.74977E+12,1289443.93,6.37,15.74,217.993713,0.12,Bad
ITC,31-Mar-17,Fourth Quarter,1500882,1136378,266947,2.19,99.54,8026706457,2.02963E+12,1352293.93,0.92,108,252.860077,15.99,Good
ITC,30-Jun-17,First Quarter,1380042,1033261,256050,2.09,120.99,8026706457,2.34353E+12,1698157.26,-4.57,-26.5,291.96637,15.47,Good
ITC,30-Sep-17,Second Quarter,976392,631384,263984,2.15,135.8,8026706457,1.89859E+12,1944491.57,2.87,47.3,236.53363,-18.99,Bad
ITC,31-Dec-17,Third Quarter,995219,636246,309020,2.52,93.86,8026706457,1.93497E+12,1944265.67,17.21,5.45,241.066513,1.92,Bad
ITC,31-Mar-18,Fourth Quarter,1132974,699646,293271,2.39,100.86,8026706457,1.87801E+12,1657588.97,-5.16,-19.55,233.969589,-2.94,Bad
ITC,30-Jun-18,First Quarter,1127844,697850,281868,2.29,102.17,8026706457,1.99402E+12,1767989.59,-4.18,-24.42,248.422745,6.18,Bad
ITC,30-Sep-18,Second Quarter,1177663,740751,295467,2.4,103.51,8026706457,2.23035E+12,1893875.48,4.8,21.55,277.865784,11.85,Good
ITC,31-Dec-18,Third Quarter,1226765,744646,320907,2.6,106.87,8026706457,2.10975E+12,1719764.86,8.33,12.82,262.840973,-5.41,Bad
ITC,31-Mar-19,Fourth Quarter,1294621,799230,348190,2.83,92.88,8026706457,2.2266E+12,1719886.91,8.85,10.5,277.39917,5.54,Bad
ITC,30-Jun-19,First Quarter,1212299,731125,317394,2.57,107.94,8026706457,2.09062E+12,1724506.31,-9.19,-11.75,260.457672,-6.11,Bad
ITC,30-Sep-19,Second Quarter,1252580,771810,402310,3.27,79.65,8026706457,1.98374E+12,1583722.37,27.24,2.92,247.142334,-5.11,Bad
ITC,31-Dec-19,Third Quarter,1299663,782899,414193,3.36,73.55,8026706457,1.81464E+12,1396240.44,2.75,26.72,226.075546,-8.52,Bad
ITC,31-Mar-20,Fourth Quarter,1217558,766374,379708,3.09,73.16,8026706457,1.31079E+12,1076570.4,-8.04,-9.1,163.303207,-27.77,Bad
JSWSTEEL,30-Sep-07,Second Quarter,264215,186922,50455,28.97,7.41,163967480,4908251913,18576.73,15.46,0.48,29.934301,-86.05,Bad
JSWSTEEL,31-Dec-07,Third Quarter,287808,232230,27831,15.15,1.98,163981450,7593632145,26384.37,-47.7,-0.04,46.307873,54.7,Good
JSWSTEEL,31-Mar-08,Fourth Quarter,494914,397926,44944,24.42,1.9,187040992,5378055302,10866.65,61.19,0.03,28.753351,-37.91,Bad
JSWSTEEL,30-Jun-08,First Quarter,448379,386018,25283,12.92,2.23,187050424,6735588518,15022.09,-47.09,-0.05,36.00948,25.24,Good
JSWSTEEL,30-Sep-08,Second Quarter,468410,372152,25244,13.04,2.76,187050513,3609367665,7705.57,0.93,2.97,19.296219,-46.41,Bad
JSWSTEEL,31-Dec-08,Third Quarter,331911,307331,-18783,-12.4,-1.56,187045705,1713770360,5163.34,-195.09,0.01,9.162308,-52.52,Bad
JSWSTEEL,31-Mar-09,Fourth Quarter,362208,365833,-3993,-3.8,-2.41,187063578,1741607926,4808.31,-69.35,0.03,9.310246,1.61,Bad
JSWSTEEL,30-Jun-09,First Quarter,401378,364203,23408,12.06,0.77,187063578,4599908714,11460.29,-417.37,0,24.590082,164.12,Good
JSWSTEEL,30-Sep-09,Second Quarter,475650,400673,32275,16.8,1.46,187032288,6327985334,13303.87,39.3,0.04,33.833652,37.59,Good
JSWSTEEL,31-Dec-09,Third Quarter,482280,407382,42970,22.52,1.5,187032288,7700594159,15967.06,34.05,0.04,41.172539,21.69,Good
JSWSTEEL,31-Mar-10,Fourth Quarter,548069,448404,61102,32.1,1.28,187041835,9385294084,17124.29,42.54,0.03,50.177513,21.87,Good
JSWSTEEL,30-Jun-10,First Quarter,485800,414082,29537,15.21,3.3,187048769,8068016466,16607.69,-52.62,-0.06,43.133224,-14.04,Bad
JSWSTEEL,30-Sep-10,Second Quarter,597220,532858,37326,19.32,2.23,187039309,11154629756,18677.59,27.02,0.08,59.63789,38.26,Good
JSWSTEEL,31-Dec-10,Third Quarter,600264,537684,29172,12.87,4.63,223105709,11744948250,19566.3,-33.39,-0.14,52.642975,-11.73,Bad
JSWSTEEL,31-Mar-11,Fourth Quarter,728325,605006,79363,34.93,1.51,223107303,9143174661,12553.7,171.41,0.01,40.981064,-22.15,Bad
JSWSTEEL,30-Jun-11,First Quarter,743869,644399,48516,21.37,1.92,223108908,8814450431,11849.47,-38.82,-0.05,39.507389,-3.6,Bad
JSWSTEEL,30-Sep-11,Second Quarter,814426,771991,-66932,-30.36,-1.3,223105592,6858970899,8421.85,-242.07,0.01,30.74316,-22.18,Bad
JSWSTEEL,31-Dec-11,Third Quarter,842413,760369,-4789,-2.51,-12.25,223105572,5876469812,6975.76,-91.73,0.13,26.339413,-14.32,Bad
JSWSTEEL,31-Mar-12,Fourth Quarter,1036097,900125,76973,34.14,0.77,223105572,8358790824,8067.58,-1460.16,0,37.46563,42.24,Good
JSWSTEEL,30-Jun-12,First Quarter,990989,853481,20013,1.86,20.14,223121992,7875650295,7947.26,-94.55,-0.21,35.297508,-5.79,Bad
JSWSTEEL,30-Sep-12,Second Quarter,951371,852920,61729,30.62,1.15,223121992,9799206853,10300.09,1546.24,0,43.918606,24.42,Good
JSWSTEEL,31-Dec-12,Third Quarter,888790,811953,864,-3.67,-11.97,223121992,10513159074,11828.62,-111.99,0.11,47.118435,7.29,Bad
JSWSTEEL,31-Mar-13,Fourth Quarter,989815,875967,32803,12.9,3.65,223121992,8704004747,8793.57,-451.5,-0.01,39.010071,-17.21,Bad
JSWSTEEL,30-Jun-13,First Quarter,1027066,914157,-39924,-16.13,-2.42,241708233,9232018156,8988.73,-225.04,0.01,38.194885,-2.09,Bad
JSWSTEEL,30-Sep-13,Second Quarter,1298378,1143832,-12989,-5.12,-7.46,241728115,12272825964,9452.43,-68.26,0.11,50.771198,32.93,Good
JSWSTEEL,31-Dec-13,Third Quarter,1362277,1201916,45501,18.96,2.68,241703174,17107698714,12558.16,-470.31,-0.01,70.779785,39.41,Good
JSWSTEEL,31-Mar-14,Fourth Quarter,1434241,1263772,46209,19.64,3.6,241923049,17440576843,12160.14,3.59,1,72.091423,1.85,Bad
JSWSTEEL,30-Jun-14,First Quarter,1325407,1143780,64368,26.82,2.69,241729265,20803267887,15695.76,36.56,0.07,86.060196,19.38,Good
JSWSTEEL,30-Sep-14,Second Quarter,1389479,1195451,73810,30.63,2.81,241718326,21286805205,15319.99,14.21,0.2,88.064507,2.33,Bad
JSWSTEEL,31-Dec-14,Third Quarter,1322295,1181727,30680,13.26,6.64,241735029,19293969414,14591.27,-56.71,-0.12,79.814537,-9.37,Bad
JSWSTEEL,31-Mar-15,Fourth Quarter,1259970,1181533,3112,2.23,35.79,241712521,16692264025,13248.14,-83.18,-0.43,69.058334,-13.48,Bad
JSWSTEEL,30-Jun-15,First Quarter,1157619,1088742,-12502,-4.77,-14.48,241708995,16060464609,13873.71,-313.9,0.05,66.445457,-3.78,Bad
JSWSTEEL,30-Sep-15,Second Quarter,1090690,985985,10599,4.49,14.8,241723272,18747711586,17188.85,-194.13,-0.08,77.558571,16.73,Good
JSWSTEEL,31-Dec-15,Third Quarter,869827,857982,-98173,-38.54,-2.01,241723272,21761469969,25018.16,-958.35,0,90.026375,16.08,Good
JSWSTEEL,31-Mar-16,Fourth Quarter,1069752,966672,15000,6.74,13.36,241723272,27054258454,25290.22,-117.49,-0.11,111.92244,24.32,Good
JSWSTEEL,30-Jun-16,First Quarter,1288581,1044785,108484,45.88,2.44,241723272,30872321293,23958.39,580.71,0,127.717621,14.11,Good
JSWSTEEL,30-Sep-16,Second Quarter,1442088,1235380,65866,30.05,4.25,241723272,38428847499,26648.06,-34.5,-0.12,158.978683,24.48,Good
JSWSTEEL,31-Dec-16,Third Quarter,1531234,1336000,71447,3.02,52.64,241723272,36165576304,23618.58,-89.95,-0.59,149.615616,-5.89,Bad
JSWSTEEL,31-Mar-17,Fourth Quarter,1791722,1657780,99609,4.2,35.62,241723272,41820966135,23341.21,39.07,0.91,173.011749,15.64,Good
JSWSTEEL,30-Jun-17,First Quarter,1597700,1512400,61000,2.59,66.8,241723272,45198637212,28289.81,-38.33,-1.74,186.985046,8.08,Bad
JSWSTEEL,30-Sep-17,Second Quarter,1681800,1558300,82900,3.47,53.89,241723272,55831337167,33197.37,33.98,1.59,230.972122,23.52,Good
JSWSTEEL,31-Dec-17,Third Quarter,1786100,1578500,176000,7.25,31.86,241723272,60629069863,33944.95,108.93,0.29,250.82016,8.59,Bad
JSWSTEEL,31-Mar-18,Fourth Quarter,2086200,1727500,287900,12.4,20.23,241723272,64752668986,31038.57,71.03,0.28,267.879333,6.8,Bad
JSWSTEEL,30-Jun-18,First Quarter,2057700,1720600,233900,9.79,27.36,241723272,73438027887,35689.38,-21.05,-1.3,303.810333,13.41,Good
JSWSTEEL,30-Sep-18,Second Quarter,2160800,1858300,208700,8.79,34.56,241723272,87565236588,40524.45,-10.21,-3.38,362.254059,19.24,Good
JSWSTEEL,31-Dec-18,Third Quarter,2035500,1791600,160300,6.72,53.91,241723272,70380274176,34576.41,-23.55,-2.29,291.160522,-19.63,Bad
JSWSTEEL,31-Mar-19,Fourth Quarter,2242100,2005800,149500,6.31,46.14,241723272,67236971699,29988.39,-6.1,-7.56,278.156799,-4.47,Bad
JSWSTEEL,30-Jun-19,First Quarter,1995300,1816400,100800,4.25,65.45,241723272,63462716126,31806.1,-32.65,-2,262.542847,-5.61,Bad
JSWSTEEL,30-Sep-19,Second Quarter,1772800,1702500,253600,10.59,24.79,241723272,54434313468,30705.28,149.18,0.17,225.192688,-14.23,Bad
JSWSTEEL,31-Dec-19,Third Quarter,1818200,1771900,18700,0.87,258.84,241723272,63926879681,35159.43,-91.78,-2.82,264.463074,17.44,Good
JSWSTEEL,31-Mar-20,Fourth Quarter,1800900,1705600,18800,0.95,278.38,241723272,34620651078,19224.08,9.2,30.27,143.224319,-45.84,Bad
KOTAKBANK,30-Sep-07,Second Quarter,181178.5,141475.7,24145.5,7.3,22.32,742458766,1.66526E+11,919128.93,63.31,0.35,224.290436,37.63,Good
KOTAKBANK,31-Dec-07,Third Quarter,248271.6,183096.5,36373.3,10.48,21.4,742458766,2.34134E+11,943054.87,43.56,0.49,315.349152,40.6,Good
KOTAKBANK,31-Mar-08,Fourth Quarter,186250.8,137766.1,24010,6.86,45.97,742458766,1.13022E+11,606826.88,-34.54,-1.33,152.226624,-51.73,Bad
KOTAKBANK,30-Jun-08,First Quarter,148724.72,121338.05,14984.91,4.29,35.48,742458766,83335434005,560333.44,-37.46,-0.95,112.242508,-26.27,Bad
KOTAKBANK,30-Sep-08,Second Quarter,184951.63,153310.69,16097.06,4.62,24.29,742458766,1.00662E+11,544262.91,7.69,3.16,135.579666,20.79,Good
KOTAKBANK,31-Dec-08,Third Quarter,168474.55,138403.09,13090.19,3.71,36.54,742458766,64940251855,385460.31,-19.7,-1.86,87.466476,-35.49,Bad
KOTAKBANK,31-Mar-09,Fourth Quarter,223766.86,177266.28,21066.47,6.09,14.36,742458766,51261931035,229086.34,64.15,0.22,69.043472,-21.06,Bad
KOTAKBANK,30-Jun-09,First Quarter,234525.49,177488.47,25728.63,7.41,9.32,742458766,1.14767E+11,489359.05,21.67,0.43,154.577164,123.88,Good
KOTAKBANK,30-Sep-09,Second Quarter,231291.3,180919.05,29976.68,8.57,18.04,742458766,1.42366E+11,615528.9,15.65,1.15,191.750015,24.05,Good
KOTAKBANK,31-Dec-09,Third Quarter,240713.99,178389.3,33139.64,9.44,20.31,742458766,1.4738E+11,612263.07,10.15,2,198.502991,3.52,Bad
KOTAKBANK,31-Mar-10,Fourth Quarter,294531.25,220433.79,41855.1,11.9,16.68,742458766,1.36641E+11,463927.53,26.06,0.64,184.038712,-7.29,Bad
KOTAKBANK,30-Jun-10,First Quarter,232651.36,180048.71,32769.34,9.32,19.75,742458766,1.40805E+11,605220.27,-21.68,-0.91,189.647324,3.05,Bad
KOTAKBANK,30-Sep-10,Second Quarter,294096.35,237247.75,36410.79,5.04,37.63,742458766,1.74779E+11,594292.68,-45.92,-0.82,235.406082,24.13,Good
KOTAKBANK,31-Dec-10,Third Quarter,266847.38,207254.79,38356.56,5.19,45.36,742458766,1.66468E+11,623831.65,2.98,15.24,224.211563,-4.76,Bad
KOTAKBANK,31-Mar-11,Fourth Quarter,302778.76,232322.72,49137.78,6.63,33.82,742458766,1.68009E+11,554890.52,27.75,1.22,226.287399,0.93,Bad
KOTAKBANK,30-Jun-11,First Quarter,270964.7,208299.21,41610.1,5.61,40.34,742458766,1.75899E+11,649156.57,-15.38,-2.62,236.913513,4.7,Bad
KOTAKBANK,30-Sep-11,Second Quarter,274083.68,208550.92,43257.97,5.83,40.64,742458766,1.69038E+11,616739.56,3.92,10.36,227.673584,-3.9,Bad
KOTAKBANK,31-Dec-11,Third Quarter,312330.76,240352.83,46262.92,6.23,36.54,742458766,1.58319E+11,506896.52,6.86,5.33,213.236588,-6.34,Bad
KOTAKBANK,31-Mar-12,Fourth Quarter,436359.78,361012.36,52092.54,7,30.46,742458766,2.00533E+11,459558.74,12.36,2.46,270.093048,26.66,Good
KOTAKBANK,30-Jun-12,First Quarter,205698.26,160860.64,28244.81,3.79,71.26,742458766,2.17797E+11,1058818.33,-45.86,-1.55,293.345703,8.61,Bad
KOTAKBANK,30-Sep-12,Second Quarter,217450,169229,28038,3.75,78.23,743298906,2.39303E+11,1100495.54,-1.06,-74.12,321.946869,9.75,Bad
KOTAKBANK,31-Dec-12,Third Quarter,239944,182682,36168,4.84,66.52,744236165,2.40085E+11,1000586.05,29.07,2.29,322.59198,0.2,Bad
KOTAKBANK,31-Mar-13,Fourth Quarter,257223,191883,43621,5.83,55.33,746597751,2.41939E+11,940582.52,20.45,2.71,324.055969,0.45,Bad
KOTAKBANK,30-Jun-13,First Quarter,433298,322844,64145,8.26,39.23,767235703,2.74975E+11,634609.28,41.68,0.94,358.396942,10.6,Good
KOTAKBANK,30-Sep-13,Second Quarter,369598,272628,59401,7.57,47.34,768179597,2.59021E+11,700816.99,-8.35,-5.67,337.1875,-5.92,Bad
KOTAKBANK,31-Dec-13,Third Quarter,442450,347355,59978,7.67,43.96,769185239,2.78541E+11,629542.41,1.32,33.28,362.124786,7.4,Bad
KOTAKBANK,31-Mar-14,Fourth Quarter,478217,380289,67630,8.6,42.11,770347177,2.99187E+11,625630.63,12.13,3.47,388.3797,7.25,Bad
KOTAKBANK,30-Jun-14,First Quarter,500663,394811,69670,9.05,42.91,770522564,3.38528E+11,676158.83,5.23,8.2,439.348206,13.12,Good
KOTAKBANK,30-Sep-14,Second Quarter,492040,378473,71946,9.29,47.29,771296871,3.89253E+11,791100.4,2.65,17.83,504.673431,14.87,Good
KOTAKBANK,31-Dec-14,Third Quarter,532346,420319,71957,9.27,54.44,771698542,4.85868E+11,912692.7,-0.22,-252.88,629.608948,24.76,Good
KOTAKBANK,31-Mar-15,Fourth Quarter,617226,473101,92935,11.79,53.4,772351320,5.05266E+11,818608.49,27.18,1.96,654.192505,3.9,Bad
KOTAKBANK,30-Jun-15,First Quarter,638463,531473,51966,5.64,115.99,912829722,6.30157E+11,986990,-52.16,-2.22,690.33313,5.52,Bad
KOTAKBANK,30-Sep-15,Second Quarter,672907,517201,91656,5.4,127.84,1830469425,1.18358E+12,1758901.83,-4.26,-30.04,646.597717,-6.34,Bad
KOTAKBANK,31-Dec-15,Third Quarter,695041,527313,93831,5.15,125.55,1830469425,1.31497E+12,1891937.92,-4.63,-27.12,718.380981,11.1,Good
KOTAKBANK,31-Mar-16,Fourth Quarter,791041,619935,105659,5.74,125.15,1830469425,1.24302E+12,1571373.84,11.46,10.92,679.072327,-5.47,Bad
KOTAKBANK,30-Jun-16,First Quarter,786688,602902,108280,5.8,117.08,1830469425,1.39405E+12,1772049.47,1.05,112.01,761.580627,12.15,Good
KOTAKBANK,30-Sep-16,Second Quarter,841495,641683,119496,6.54,116.45,1830469425,1.41989E+12,1687347.23,12.76,9.13,775.699524,1.85,Bad
KOTAKBANK,31-Dec-16,Third Quarter,767004,559083,124994,6.88,112.75,1830469425,1.31518E+12,1714702.65,5.2,21.69,718.495361,-7.37,Bad
KOTAKBANK,31-Mar-17,Fourth Quarter,995357,758791,142138,7.62,94.29,1830469425,1.59386E+12,1601298.09,10.76,8.77,870.740173,21.19,Good
KOTAKBANK,30-Jun-17,First Quarter,861063,637815,133651,7.19,121.1,1830469425,1.74654E+12,2028356.69,-5.64,-21.46,954.150269,9.58,Bad
KOTAKBANK,30-Sep-17,Second Quarter,914703,672033,146253,7.56,126.21,1830469425,1.83266E+12,2003562.06,5.15,24.53,1001.199036,4.93,Bad
KOTAKBANK,31-Dec-17,Third Quarter,1011345,747316,161806,8.52,117.51,1830469425,1.8472E+12,1826479.65,12.7,9.25,1009.140625,0.79,Bad
KOTAKBANK,31-Mar-18,Fourth Quarter,1087412,799062,178924,9.38,107.58,1830469425,1.91595E+12,1761940.01,10.09,10.66,1046.701294,3.72,Bad
KOTAKBANK,30-Jun-18,First Quarter,990356,708866,157448,8.25,126.87,1830469425,2.45565E+12,2479564.07,-12.05,-10.53,1341.541748,28.17,Good
KOTAKBANK,30-Sep-18,Second Quarter,1082908,791946,174737,9.15,146.62,1830469425,2.08854E+12,1928638.36,10.91,13.44,1140.984863,-14.95,Bad
KOTAKBANK,31-Dec-18,Third Quarter,1134739,863903,184401,9.66,118.11,1830469425,2.29875E+12,2025792.36,5.57,21.19,1255.822998,10.06,Good
KOTAKBANK,31-Mar-19,Fourth Quarter,1382333,1063513,203827,10.67,117.7,1830469425,2.44145E+12,1766177.43,10.46,11.26,1333.781006,6.21,Bad
KOTAKBANK,30-Jun-19,First Quarter,1212956,886618,193221,10.11,131.93,1830469425,2.70233E+12,2227887.65,-5.25,-25.14,1476.304199,10.69,Good
KOTAKBANK,30-Sep-19,Second Quarter,1254299,912518,240725,12.59,117.26,1830469425,3.01012E+12,2399838.76,24.53,4.78,1644.449951,11.39,Good
KOTAKBANK,31-Dec-19,Third Quarter,1354243,1018037,234872,12.28,133.91,1830469425,3.08315E+12,2276660.19,-2.46,-54.39,1684.349976,2.43,Bad
KOTAKBANK,31-Mar-20,Fourth Quarter,1208471,814806,190518,9.7,173.64,1830469425,2.37238E+12,1963125.29,-21.01,-8.26,1296.050049,-23.05,Bad
LT,30-Sep-07,Second Quarter,552327,496195,34802,11.93,30.73,286786521,1.3483E+11,244112.66,-0.08,-366.96,470.140686,28.22,Good
LT,31-Dec-07,Third Quarter,648355,574509,48179,16.21,29,291832005,2.03628E+11,314068.01,35.88,0.81,697.756104,48.41,Good
LT,31-Mar-08,Fourth Quarter,871592,741691,96676,32.44,21.51,292317722,1.4859E+11,170480.69,100.12,0.21,508.31543,-27.15,Bad
LT,30-Jun-08,First Quarter,710326,630994,50244,16.89,30.1,292414980,1.06962E+11,150581.7,-47.93,-0.63,365.788696,-28.04,Bad
LT,30-Sep-08,Second Quarter,768635,708258,46026,15.47,23.65,292594555,1.22951E+11,159959.72,-8.41,-2.81,420.208221,14.88,Good
LT,31-Dec-08,Third Quarter,861559,791386,152044,25.8,16.29,585358733,1.55593E+11,180594.84,66.77,0.24,265.808136,-36.74,Bad
LT,31-Mar-09,Fourth Quarter,1060516,910707,99852,17.04,15.6,585716052,1.35094E+11,127385.13,-33.95,-0.46,230.647537,-13.23,Bad
LT,30-Jun-09,First Quarter,740829,565023,159820,26.83,8.6,586230523,3.15738E+11,426195.16,57.45,0.15,538.589722,133.51,Good
LT,30-Sep-09,Second Quarter,791884,718173,58040,9.7,55.52,587604747,3.46783E+11,437920.86,-63.85,-0.87,590.162903,9.58,Bad
LT,31-Dec-09,Third Quarter,812216,721981,75882,12.48,47.29,600289363,3.51835E+11,433179.65,28.66,1.65,586.109741,-0.69,Bad
LT,31-Mar-10,Fourth Quarter,1358510,1165056,143810,23.44,25,600289363,5.13045E+11,377652.52,87.82,0.28,854.662354,45.82,Good
LT,30-Jun-10,First Quarter,788531,699241,66617,10.87,78.63,603163055,3.81199E+11,483429.52,-53.63,-1.47,632.000183,-26.05,Bad
LT,30-Sep-10,Second Quarter,933076,844629,76498,12.45,50.76,604965253,4.4088E+11,472501.25,14.54,3.49,728.768433,15.31,Good
LT,31-Dec-10,Third Quarter,1141308,1030328,84053,13.66,53.35,604965253,4.25011E+11,372389.35,9.72,5.49,702.537781,-3.6,Bad
LT,31-Mar-11,Fourth Quarter,1538421,1327912,168621,27.41,25.63,604965253,3.54718E+11,230572.78,100.66,0.25,586.344421,-16.54,Bad
LT,30-Jun-11,First Quarter,948261,852399,74615,12.11,48.42,610003,394881339,416.43,-55.82,-0.87,647.34314,10.4,Good
LT,30-Sep-11,Second Quarter,1124524,1024209,79839,12.94,50.03,611151838,3.00537E+11,267257.09,6.85,7.3,491.755066,-24.03,Bad
LT,31-Dec-11,Third Quarter,1399858,1283581,99155,16.11,30.52,611151838,2.2019E+11,157294.19,24.5,1.25,360.286133,-26.73,Bad
LT,31-Mar-12,Fourth Quarter,1846090,1608050,192041,31.14,11.57,611151838,2.89778E+11,156968.69,93.3,0.12,474.151123,31.6,Good
LT,30-Jun-12,First Quarter,1195535,1106030,86365,14,33.87,612765957,3.10253E+11,259509.94,-55.04,-0.62,506.31601,6.78,Bad
LT,30-Sep-12,Second Quarter,1319523,1199381,113731,18.39,27.53,612765957,3.63801E+11,275706.33,31.36,0.88,593.702759,17.26,Good
LT,31-Dec-12,Third Quarter,1542936,1415478,112175,18.11,32.78,612765957,3.66159E+11,237313.12,-1.52,-21.53,597.551086,0.65,Bad
LT,31-Mar-13,Fourth Quarter,2029383,1806518,178794,28.86,20.71,615367393,3.12584E+11,154029.25,59.36,0.35,507.963776,-14.99,Bad
LT,30-Jun-13,First Quarter,1255506,1169386,75603,8.13,62.48,616212,322567192,256.92,-71.83,-0.87,523.467834,3.05,Bad
LT,30-Sep-13,Second Quarter,1450951,1332417,97751,10.52,49.76,925265,416678880,287.18,29.4,1.69,450.334717,-13.97,Bad
LT,31-Dec-13,Third Quarter,1438751,1291185,124070,13.32,33.81,926065,565878245,393.31,26.62,1.27,611.056824,35.69,Good
LT,31-Mar-14,Fourth Quarter,2007910,1739197,18538,29.22,20.91,928580403,6.74324E+11,335833.77,119.37,0.18,726.188049,18.84,Good
LT,30-Jun-14,First Quarter,1897475,1726683,100660,10.36,70.1,927669907,9.0131E+11,475004.86,-64.54,-1.09,971.584656,33.79,Good
LT,30-Sep-14,Second Quarter,2115935,1937371,84055,9.23,105.26,928278,784125894,370.58,-10.91,-9.65,844.709961,-13.06,Bad
LT,31-Dec-14,Third Quarter,2384786,2163694,95591,9.27,91.12,928826,804172013,337.21,0.43,210.27,865.794434,2.5,Bad
LT,31-Mar-15,Fourth Quarter,2802262,2500122,213062,22.05,39.27,929583461,9.25982E+11,330440.97,137.86,0.28,996.125916,15.05,Good
LT,30-Jun-15,First Quarter,2025217,1858418,67278,6.48,153.72,930294027,9.6072E+11,474378.99,-70.61,-2.18,1032.706177,3.67,Bad
LT,30-Sep-15,Second Quarter,2339322,2149513,110540,10.65,96.97,930294027,8.02237E+11,342935.54,64.35,1.51,862.347412,-16.5,Bad
LT,31-Dec-15,Third Quarter,2582926,2379919,118164,11.07,77.9,930294027,7.08619E+11,274347.43,3.94,19.75,761.71521,-11.67,Bad
LT,31-Mar-16,Fourth Quarter,3315704,2911814,257817,26.17,29.11,930294027,6.75978E+11,203871.73,136.4,0.21,726.628662,-4.61,Bad
LT,30-Jun-16,First Quarter,2187380,2043357,85637,6.52,111.45,930294027,8.31431E+11,380103.69,-75.09,-1.48,893.729492,23,Good
LT,30-Sep-16,Second Quarter,2501070,2317316,168884,15.34,58.26,930294027,8.11011E+11,324265.51,135.28,0.43,871.778931,-2.46,Bad
LT,31-Dec-16,Third Quarter,2628698,2448657,123862,10.4,83.82,930294027,7.63448E+11,290428.05,-32.2,-2.6,820.651978,-5.86,Bad
LT,31-Mar-17,Fourth Quarter,3722746,3351222,347706,NA,NA,930294027,8.91224E+11,239399.54,-100,NA,958.002136,16.74,Good
LT,30-Jun-17,First Quarter,2398979,2284938,106554,6.36,150.63,930294027,9.55006E+11,398088.32,NA,NA,1026.56311,7.16,Bad
LT,30-Sep-17,Second Quarter,2644676,2430981,213104,12.96,79.21,930294027,9.93276E+11,375575.82,103.77,0.76,1067.701538,4.01,Bad
LT,31-Dec-17,Third Quarter,2874745,2642043,178894,10.57,101.01,930294027,1.09434E+12,380673.49,-18.44,-5.48,1176.336914,10.17,Good
LT,31-Mar-18,Fourth Quarter,4111086,3619811,333795,22.55,52.17,930294027,1.14013E+12,277330.71,113.34,0.46,1225.559204,4.18,Bad
LT,30-Jun-18,First Quarter,2852748,2637983,147200,8.65,141.68,930294027,1.10899E+12,388745.85,-61.64,-2.3,1192.089722,-2.73,Bad
